1,2,1
1.08333,1.94167,1
1.16667,1.88333,1
1.25,1.825,1
1.33333,1.76667,1
1.41667,1.70833,1
1.5,1.65,1
1.58333,1.59167,1
1.66667,1.53333,1
1.75,1.475,1
1.83333,1.41667,1
1.91667,1.35833,1
2,1.3,1
2.08333,1.24167,1
2.16667,1.18333,1
2.25,1.125,1
2.33333,1.06667,1
2.41667,1.00833,1
2.5,0.95,1
2.58333,0.891667,1
2.66667,0.833333,1
2.75,0.775,1
2.83333,0.716667,1
2.91667,0.658333,1
3,0.6,1
3.1,0.5,1
3.17879,0.439394,1
3.25758,0.378788,1
3.33636,0.318182,1
3.41515,0.257576,1
3.49394,0.19697,1
3.57273,0.136364,1
3.65152,0.0757576,1
3.7303,0.0151515,1
3.80909,-0.0454545,1
3.88788,-0.106061,1
3.96667,-0.166667,1
4.04545,-0.227273,1
4.12424,-0.287879,1
4.20303,-0.348485,1
4.28182,-0.409091,1
4.36061,-0.469697,1
4.43939,-0.530303,1
4.51818,-0.590909,1
4.59697,-0.651515,1
4.67576,-0.712121,1
4.75455,-0.772727,1
4.83333,-0.833333,1
4.91212,-0.893939,1
4.99091,-0.954545,1
5.0697,-1.01515,1
5.14848,-1.07576,1
5.22727,-1.13636,1
5.30606,-1.19697,1
5.38485,-1.25758,1
5.46364,-1.31818,1
5.54242,-1.37879,1
5.62121,-1.43939,1
5.7,-1.5,1
5.77778,-1.55556,1
5.85556,-1.61111,1
5.93333,-1.66667,1
6.01111,-1.72222,1
6.08889,-1.77778,1
6.16667,-1.83333,1
6.24444,-1.88889,1
6.32222,-1.94444,1
6.4,-2,1
6.5,-2.1,1
6.6,-2.1,1
6.7,-2.1,1
6.8,-2.1,1
6.9,-2.1,1
7,-2.1,1
7.1,-2.1,1
7.2,-2.1,1
7.3,-2.1,1
7.4,-2.1,1
7.5,-2.1,1
7.6,-2.1,1
7.7,-2.1,1
7.8,-2.1,1
7.9,-2.1,1
8,-2.1,1
8.1,-2,1
8.19,-1.95,1
8.28,-1.9,1
8.37,-1.85,1
8.46,-1.8,1
8.55,-1.75,1
8.64,-1.7,1
8.73,-1.65,1
8.82,-1.6,1
8.91,-1.55,1
9,-1.5,1
